Hour,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
143,0,405,809,1214,1618,2023,2427,2832,3236,3641,4045,4450,4855,5259,5664,6068,6473,6877,7282,7686,8091,8495,8900,9305,9709,10114,10518,10923,11327,11732,12136,12541,12945,13350,13755,14159
144,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
145,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
146,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
147,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
148,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
149,0,364,727,1091,1455,1818,2182,2545,2909,3273,3636,4000,4364,4727,5091,5455,5818,6182,6545,6909,7273,7636,8000,8364,8727,9091,9455,9818,10182,10545,10909,11273,11636,12000,12364,12727
150,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
151,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
152,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
153,0,405,809,1214,1618,2023,2427,2832,3236,3641,4045,4450,4855,5259,5664,6068,6473,6877,7282,7686,8091,8495,8900,9305,9709,10114,10518,10923,11327,11732,12136,12541,12945,13350,13755,14159
154,0,405,809,1214,1618,2023,2427,2832,3236,3641,4045,4450,4855,5259,5664,6068,6473,6877,7282,7686,8091,8495,8900,9305,9709,10114,10518,10923,11327,11732,12136,12541,12945,13350,13755,14159
155,0,405,809,1214,1618,2023,2427,2832,3236,3641,4045,4450,4855,5259,5664,6068,6473,6877,7282,7686,8091,8495,8900,9305,9709,10114,10518,10923,11327,11732,12136,12541,12945,13350,13755,14159
156,0,405,809,1214,1618,2023,2427,2832,3236,3641,4045,4450,4855,5259,5664,6068,6473,6877,7282,7686,8091,8495,8900,9305,9709,10114,10518,10923,11327,11732,12136,12541,12945,13350,13755,14159
157,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
158,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
159,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
160,0,386,773,1159,1545,1932,2318,2705,3091,3477,3864,4250,4636,5023,5409,5795,6182,6568,6955,7341,7727,8114,8500,8886,9273,9659,10045,10432,10818,11205,11591,11977,12364,12750,13136,13523
161,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
162,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
163,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
164,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
165,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
166,0,405,809,1214,1618,2023,2427,2832,3236,3641,4045,4450,4855,5259,5664,6068,6473,6877,7282,7686,8091,8495,8900,9305,9709,10114,10518,10923,11327,11732,12136,12541,12945,13350,13755,14159
167,0,405,809,1214,1618,2023,2427,2832,3236,3641,4045,4450,4855,5259,5664,6068,6473,6877,7282,7686,8091,8495,8900,9305,9709,10114,10518,10923,11327,11732,12136,12541,12945,13350,13755,14159
168,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
169,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
170,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
171,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
172,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
173,0,364,727,1091,1455,1818,2182,2545,2909,3273,3636,4000,4364,4727,5091,5455,5818,6182,6545,6909,7273,7636,8000,8364,8727,9091,9455,9818,10182,10545,10909,11273,11636,12000,12364,12727
174,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
175,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
176,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
177,0,405,809,1214,1618,2023,2427,2832,3236,3641,4045,4450,4855,5259,5664,6068,6473,6877,7282,7686,8091,8495,8900,9305,9709,10114,10518,10923,11327,11732,12136,12541,12945,13350,13755,14159
178,0,405,809,1214,1618,2023,2427,2832,3236,3641,4045,4450,4855,5259,5664,6068,6473,6877,7282,7686,8091,8495,8900,9305,9709,10114,10518,10923,11327,11732,12136,12541,12945,13350,13755,14159
179,0,405,809,1214,1618,2023,2427,2832,3236,3641,4045,4450,4855,5259,5664,6068,6473,6877,7282,7686,8091,8495,8900,9305,9709,10114,10518,10923,11327,11732,12136,12541,12945,13350,13755,14159
180,0,405,809,1214,1618,2023,2427,2832,3236,3641,4045,4450,4855,5259,5664,6068,6473,6877,7282,7686,8091,8495,8900,9305,9709,10114,10518,10923,11327,11732,12136,12541,12945,13350,13755,14159
181,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
182,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
183,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
184,0,386,773,1159,1545,1932,2318,2705,3091,3477,3864,4250,4636,5023,5409,5795,6182,6568,6955,7341,7727,8114,8500,8886,9273,9659,10045,10432,10818,11205,11591,11977,12364,12750,13136,13523
185,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
186,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
187,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
188,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
189,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
190,0,405,809,1214,1618,2023,2427,2832,3236,3641,4045,4450,4855,5259,5664,6068,6473,6877,7282,7686,8091,8495,8900,9305,9709,10114,10518,10923,11327,11732,12136,12541,12945,13350,13755,14159
191,0,405,809,1214,1618,2023,2427,2832,3236,3641,4045,4450,4855,5259,5664,6068,6473,6877,7282,7686,8091,8495,8900,9305,9709,10114,10518,10923,11327,11732,12136,12541,12945,13350,13755,14159
192,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
193,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
194,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
195,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
196,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
197,0,364,727,1091,1455,1818,2182,2545,2909,3273,3636,4000,4364,4727,5091,5455,5818,6182,6545,6909,7273,7636,8000,8364,8727,9091,9455,9818,10182,10545,10909,11273,11636,12000,12364,12727
198,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
199,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
200,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
201,0,405,809,1214,1618,2023,2427,2832,3236,3641,4045,4450,4855,5259,5664,6068,6473,6877,7282,7686,8091,8495,8900,9305,9709,10114,10518,10923,11327,11732,12136,12541,12945,13350,13755,14159
202,0,405,809,1214,1618,2023,2427,2832,3236,3641,4045,4450,4855,5259,5664,6068,6473,6877,7282,7686,8091,8495,8900,9305,9709,10114,10518,10923,11327,11732,12136,12541,12945,13350,13755,14159
203,0,405,809,1214,1618,2023,2427,2832,3236,3641,4045,4450,4855,5259,5664,6068,6473,6877,7282,7686,8091,8495,8900,9305,9709,10114,10518,10923,11327,11732,12136,12541,12945,13350,13755,14159
204,0,405,809,1214,1618,2023,2427,2832,3236,3641,4045,4450,4855,5259,5664,6068,6473,6877,7282,7686,8091,8495,8900,9305,9709,10114,10518,10923,11327,11732,12136,12541,12945,13350,13755,14159
205,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
206,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
207,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
208,0,386,773,1159,1545,1932,2318,2705,3091,3477,3864,4250,4636,5023,5409,5795,6182,6568,6955,7341,7727,8114,8500,8886,9273,9659,10045,10432,10818,11205,11591,11977,12364,12750,13136,13523
209,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
210,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
211,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
212,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
213,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
214,0,405,809,1214,1618,2023,2427,2832,3236,3641,4045,4450,4855,5259,5664,6068,6473,6877,7282,7686,8091,8495,8900,9305,9709,10114,10518,10923,11327,11732,12136,12541,12945,13350,13755,14159
215,0,405,809,1214,1618,2023,2427,2832,3236,3641,4045,4450,4855,5259,5664,6068,6473,6877,7282,7686,8091,8495,8900,9305,9709,10114,10518,10923,11327,11732,12136,12541,12945,13350,13755,14159
216,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
217,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
218,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
219,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
220,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
221,0,364,727,1091,1455,1818,2182,2545,2909,3273,3636,4000,4364,4727,5091,5455,5818,6182,6545,6909,7273,7636,8000,8364,8727,9091,9455,9818,10182,10545,10909,11273,11636,12000,12364,12727
222,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
223,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
224,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
225,0,405,809,1214,1618,2023,2427,2832,3236,3641,4045,4450,4855,5259,5664,6068,6473,6877,7282,7686,8091,8495,8900,9305,9709,10114,10518,10923,11327,11732,12136,12541,12945,13350,13755,14159
226,0,405,809,1214,1618,2023,2427,2832,3236,3641,4045,4450,4855,5259,5664,6068,6473,6877,7282,7686,8091,8495,8900,9305,9709,10114,10518,10923,11327,11732,12136,12541,12945,13350,13755,14159
227,0,405,809,1214,1618,2023,2427,2832,3236,3641,4045,4450,4855,5259,5664,6068,6473,6877,7282,7686,8091,8495,8900,9305,9709,10114,10518,10923,11327,11732,12136,12541,12945,13350,13755,14159
228,0,405,809,1214,1618,2023,2427,2832,3236,3641,4045,4450,4855,5259,5664,6068,6473,6877,7282,7686,8091,8495,8900,9305,9709,10114,10518,10923,11327,11732,12136,12541,12945,13350,13755,14159
229,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
230,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
231,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
232,0,386,773,1159,1545,1932,2318,2705,3091,3477,3864,4250,4636,5023,5409,5795,6182,6568,6955,7341,7727,8114,8500,8886,9273,9659,10045,10432,10818,11205,11591,11977,12364,12750,13136,13523
233,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
234,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
235,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
236,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
237,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
238,0,405,809,1214,1618,2023,2427,2832,3236,3641,4045,4450,4855,5259,5664,6068,6473,6877,7282,7686,8091,8495,8900,9305,9709,10114,10518,10923,11327,11732,12136,12541,12945,13350,13755,14159
239,0,405,809,1214,1618,2023,2427,2832,3236,3641,4045,4450,4855,5259,5664,6068,6473,6877,7282,7686,8091,8495,8900,9305,9709,10114,10518,10923,11327,11732,12136,12541,12945,13350,13755,14159
240,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
241,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
242,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
243,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
244,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
245,0,364,727,1091,1455,1818,2182,2545,2909,3273,3636,4000,4364,4727,5091,5455,5818,6182,6545,6909,7273,7636,8000,8364,8727,9091,9455,9818,10182,10545,10909,11273,11636,12000,12364,12727
246,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
247,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
248,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
249,0,405,809,1214,1618,2023,2427,2832,3236,3641,4045,4450,4855,5259,5664,6068,6473,6877,7282,7686,8091,8495,8900,9305,9709,10114,10518,10923,11327,11732,12136,12541,12945,13350,13755,14159
250,0,405,809,1214,1618,2023,2427,2832,3236,3641,4045,4450,4855,5259,5664,6068,6473,6877,7282,7686,8091,8495,8900,9305,9709,10114,10518,10923,11327,11732,12136,12541,12945,13350,13755,14159
251,0,405,809,1214,1618,2023,2427,2832,3236,3641,4045,4450,4855,5259,5664,6068,6473,6877,7282,7686,8091,8495,8900,9305,9709,10114,10518,10923,11327,11732,12136,12541,12945,13350,13755,14159
252,0,405,809,1214,1618,2023,2427,2832,3236,3641,4045,4450,4855,5259,5664,6068,6473,6877,7282,7686,8091,8495,8900,9305,9709,10114,10518,10923,11327,11732,12136,12541,12945,13350,13755,14159
